,index,eventId,seriesId,matchId,teamId,teamName,map,oppTeamId,oppTeamName,teamScore,atkFirst,won,acs,kills,firstKills,deaths,firstDeaths,assists,damage,headshots,bodyshots,legshots,plants,defusals,clutches,clutchOpponents,clutchOpportunities,KDR,KD,FKD,KDA,spentCreds,loadoutValue,avgEconRating,dates
1013,1014,633,15587,32420,2681,UNNAMED,Haven,3978,UNNAMED,6,1,0,186.4,56,8,75,11,22,120.41052631578947,42,159,13,5,1,1,43,14,0.7466666666666667,-19,-3,56.29333333333334,2593.684210526316,3414.7368421052633,46.42451298701299,2021-07-22
1014,1015,633,15591,32431,590,RNG,Bind,3557,UNNAMED,13,1,1,238.09333333333333,68,9,32,6,33,139.84,53,141,8,10,1,2,12,4,2.125,36,3,69.03125,2012.6666666666667,3889.3333333333335,69.47996025173899,2021-07-22
1015,1016,633,15591,32431,3557,UNNAMED,Bind,590,RNG,2,0,0,136.2,32,6,68,9,8,85.73333333333333,34,85,4,1,1,1,50,14,0.47058823529411764,-36,-3,32.11764705882353,2317.3333333333335,2624.0,36.99654775604142,2021-07-22
1016,1017,633,15591,32432,590,RNG,Split,3557,UNNAMED,13,0,1,253.14666666666668,70,8,42,7,33,158.64,50,175,25,3,5,3,10,5,1.6666666666666667,28,1,70.78571428571429,2392.6666666666665,3808.6666666666665,66.30259125104486,2021-07-22
1017,1018,633,15591,32432,3557,UNNAMED,Split,590,RNG,2,1,0,173.24,42,7,70,8,14,108.57333333333334,37,125,12,7,0,1,39,14,0.6,-28,-1,42.2,2522.0,3035.3333333333335,43.05048902987047,2021-07-22
1008,1009,633,15592,32435,1137,VIRT,Breeze,4404,UNNAMED,13,1,1,246.65333333333334,71,14,28,1,21,147.4,57,115,4,9,0,0,4,2,2.5357142857142856,43,13,71.75,1984.6666666666667,3646.6666666666665,74.2693987235472,2021-07-22
1018,1019,633,15586,32416,141,C9,Icebox,4403,UNNAMED,13,1,1,240.50588235294117,75,10,36,8,26,147.35294117647058,55,129,9,12,0,0,13,4,2.0833333333333335,39,2,75.72222222222223,2013.5294117647059,3897.6470588235293,73.18141980718667,2021-07-22
1020,1021,633,15586,32417,141,C9,Ascent,4403,UNNAMED,13,0,1,256.0,64,12,23,1,24,164.3230769230769,48,122,22,1,1,2,3,2,2.782608695652174,41,11,65.04347826086956,1860.7692307692307,4048.4615384615386,88.30921868540719,2021-07-22
1021,1022,633,15586,32417,4403,UNNAMED,Ascent,141,C9,0,1,0,115.63076923076923,23,1,64,12,12,60.738461538461536,17,36,1,1,0,0,48,13,0.359375,-41,-11,23.1875,2487.6923076923076,2785.3846153846152,24.415584415584416,2021-07-22
1022,1023,633,15585,32413,215,T1,Icebox,4128,SEP,13,0,1,256.61333333333334,72,12,26,3,34,150.57333333333332,45,113,9,3,3,1,7,3,2.769230769230769,46,9,73.3076923076923,1770.6666666666667,4305.333333333333,85.03765060240963,2021-07-22
1023,1024,633,15585,32413,4128,SEP,Icebox,215,T1,2,1,0,119.70666666666666,26,3,72,12,8,73.82666666666667,22,70,6,5,0,0,50,13,0.3611111111111111,-46,-9,26.11111111111111,2497.3333333333335,2816.0,29.5621996796583,2021-07-22
1024,1025,633,15585,32414,215,T1,Bind,4128,SEP,13,0,1,249.63076923076923,64,10,23,3,20,147.58461538461538,38,136,13,1,2,1,1,1,2.782608695652174,41,7,64.8695652173913,1663.8461538461538,4019.230769230769,88.70087840961627,2021-07-22
1025,1026,633,15585,32414,4128,SEP,Bind,215,T1,0,1,0,115.3076923076923,23,3,64,10,7,68.81538461538462,23,41,1,2,0,0,49,13,0.359375,-41,-7,23.109375,2440.0,2847.6923076923076,28.203026481715007,2021-07-22
1026,1027,633,15582,32404,417,IMT,Haven,4399,UNNAMED,13,1,1,261.95384615384614,65,6,26,7,22,168.58461538461538,53,106,9,11,0,1,2,1,2.5,39,-1,65.84615384615384,2075.3846153846152,4072.3076923076924,81.23054114158636,2021-07-22
1027,1028,633,15582,32404,4399,UNNAMED,Haven,417,IMT,0,0,0,141.64615384615385,26,7,65,6,9,91.2,22,61,4,0,0,0,39,13,0.4,-39,1,26.138461538461538,2478.4615384615386,2746.153846153846,36.79702048417132,2021-07-22
1028,1029,633,15582,32405,417,IMT,Icebox,4399,UNNAMED,13,1,1,245.15,73,8,35,8,23,155.05,57,119,23,6,0,1,10,4,2.085714285714286,38,0,73.65714285714286,1980.625,3981.875,78.28337014831177,2021-07-22
1019,1020,633,15586,32416,4403,UNNAMED,Icebox,141,C9,4,0,0,133.27058823529413,36,8,75,10,10,87.61176470588235,29,79,13,0,4,1,51,13,0.48,-39,-2,36.13333333333333,2449.4117647058824,3039.4117647058824,35.76849183477426,2021-07-22
1007,1008,633,15592,32434,4404,UNNAMED,Icebox,1137,VIRT,7,1,0,177.76,57,7,81,13,21,105.8,32,164,21,5,2,2,46,14,0.7037037037037037,-24,-6,57.25925925925926,2338.5,3261.0,45.24267692965576,2021-07-22
1006,1007,633,15592,32434,1137,VIRT,Icebox,4404,UNNAMED,13,0,1,230.68,81,13,57,7,37,140.3,59,193,20,7,1,0,26,7,1.4210526315789473,24,6,81.64912280701755,2358.5,3792.5,59.486962052151796,2021-07-22
1005,1006,633,15593,32438,4405,UNNAMED,Icebox,78,BBG,7,1,0,159.15,52,7,88,13,21,104.28,40,126,9,4,2,3,56,16,0.5909090909090909,-36,-6,52.23863636363637,2440.0,3144.0,42.73770491803279,2021-07-22
984,985,633,15645,32594,4432,UNNAMED,Icebox,4433,UNNAMED,5,0,0,191.6888888888889,57,7,78,11,18,124.83333333333333,46,129,15,4,2,0,40,13,0.7307692307692307,-21,-4,57.23076923076923,2525.0,3235.5555555555557,49.43894389438944,2021-07-22
985,986,633,15645,32594,4433,UNNAMED,Icebox,4432,UNNAMED,13,1,1,234.51111111111112,78,11,57,7,26,146.66666666666666,51,167,7,11,1,2,20,7,1.368421052631579,21,4,78.45614035087719,2333.8888888888887,3795.0,62.84218043323018,2021-07-22
986,987,633,15597,32449,4375,DIVI,Split,1586,UNNAMED,13,0,1,218.88888888888889,70,10,48,8,27,130.5888888888889,40,190,20,3,2,2,23,7,1.4583333333333333,22,2,70.5625,2237.222222222222,3737.222222222222,58.370995778495164,2021-07-22
987,988,633,15597,32449,1586,UNNAMED,Split,4375,DIVI,5,1,0,161.74444444444444,48,8,70,10,18,106.53333333333333,36,182,21,3,1,0,42,12,0.6857142857142857,-22,-2,48.25714285714286,2501.6666666666665,3312.222222222222,42.58494337108595,2021-07-22
988,989,633,15597,32450,4375,DIVI,Ascent,1586,UNNAMED,13,1,1,196.27,70,7,68,13,21,118.21,36,181,38,8,2,2,32,9,1.0294117647058822,2,-6,70.30882352941177,2348.5,3486.5,50.3342559080264,2021-07-22
989,990,633,15597,32450,1586,UNNAMED,Ascent,4375,DIVI,7,0,0,189.96,68,13,70,7,36,111.94,45,191,23,3,2,0,38,13,0.9714285714285714,-2,6,68.51428571428572,2524.5,3636.0,44.34145375321845,2021-07-22
990,991,633,15596,32446,3665,PROF,Bind,3862,SYN,13,0,1,224.92631578947368,77,10,58,10,31,140.54736842105262,53,159,16,5,4,2,22,8,1.3275862068965518,19,0,77.53448275862068,2543.684210526316,3872.6315789473683,55.25346575625905,2021-07-22
991,992,633,15596,32446,3862,SYN,Bind,3665,PROF,6,1,0,184.74736842105264,58,10,77,10,22,117.91578947368421,47,105,7,8,0,0,38,13,0.7532467532467533,-19,0,58.285714285714285,2382.6315789473683,3361.0526315789475,49.48972829688536,2021-07-22
992,993,633,15596,32447,3665,PROF,Icebox,3862,SYN,13,1,1,222.2,80,11,59,9,22,137.67,51,153,6,11,1,0,25,7,1.3559322033898304,21,2,80.37288135593221,2390.5,3974.5,57.590462246391965,2021-07-22
993,994,633,15596,32447,3862,SYN,Icebox,3665,PROF,7,0,0,177.75,59,9,80,11,17,113.01,50,118,8,4,3,1,48,14,0.7375,-21,-2,59.2125,2534.0,3470.5,44.59747434885557,2021-07-22
994,995,633,15595,32443,799,UNNAMED,Ascent,4407,UNNAMED,13,0,1,258.82666666666665,72,13,30,2,32,158.82666666666665,44,164,15,3,3,1,5,2,2.4,42,11,73.06666666666666,2124.0,3932.6666666666665,74.77715003138731,2021-07-22
995,996,633,15595,32443,4407,UNNAMED,Ascent,799,UNNAMED,2,1,0,128.2,30,2,72,13,6,81.92,21,87,5,4,0,1,49,14,0.4166666666666667,-42,-11,30.083333333333332,2446.0,2863.3333333333335,33.49141455437449,2021-07-22
996,997,633,15595,32444,799,UNNAMED,Bind,4407,UNNAMED,13,0,1,255.16470588235293,80,10,51,7,33,164.35294117647058,64,157,7,4,3,4,16,8,1.5686274509803921,29,3,80.6470588235294,2344.705882352941,3741.176470588235,70.09533366783744,2021-07-22
997,998,633,15595,32444,4407,UNNAMED,Bind,799,UNNAMED,4,1,0,173.9764705882353,51,7,80,10,23,109.10588235294118,35,137,12,4,2,3,44,16,0.6375,-29,-3,51.2875,2541.764705882353,2938.235294117647,42.92524878500347,2021-07-22
998,999,633,15594,32440,1448,EG,Split,4406,VOL,13,1,1,235.78095238095239,88,10,71,11,40,145.8761904761905,59,215,23,10,0,1,19,9,1.2394366197183098,17,-1,88.56338028169014,2567.6190476190477,3874.7619047619046,56.81379821958457,2021-07-22
999,1000,633,15594,32440,4406,VOL,Split,1448,EG,8,0,0,198.73333333333332,71,11,88,10,31,121.29523809523809,64,158,18,5,1,3,49,15,0.8068181818181818,-17,1,71.35227272727273,2607.6190476190477,3372.8571428571427,46.51570489408327,2021-07-22
1000,1001,633,15594,32441,1448,EG,Ascent,4406,VOL,13,0,1,256.7375,75,13,42,4,33,155.925,43,178,26,3,3,2,8,5,1.7857142857142858,33,9,75.78571428571429,2248.125,3668.125,69.35779816513762,2021-07-22
1001,1002,633,15594,32441,4406,VOL,Ascent,1448,EG,3,1,0,160.2125,42,4,75,13,19,96.0,34,147,13,4,1,2,48,15,0.56,-33,-9,42.25333333333333,2535.0,2944.375,37.8698224852071,2021-07-22
1002,1003,633,15593,32437,78,BBG,Haven,4405,UNNAMED,13,1,1,257.45714285714286,69,9,23,5,23,161.71428571428572,52,135,10,10,1,1,5,2,3.0,46,4,70.0,2160.0,3945.0,74.86772486772487,2021-07-22
1003,1004,633,15593,32437,4405,UNNAMED,Haven,78,BBG,1,0,0,120.05714285714286,23,5,69,9,8,80.91428571428571,20,69,4,1,0,1,50,14,0.3333333333333333,-46,-4,23.115942028985508,2400.0,2634.285714285714,33.71428571428571,2021-07-22
1004,1005,633,15593,32438,78,BBG,Icebox,4405,UNNAMED,13,0,1,235.17,88,13,52,7,30,145.5,51,198,27,4,2,0,23,7,1.6923076923076923,36,6,88.57692307692308,2189.5,3978.0,66.45352820278602,2021-07-22
1029,1030,633,15582,32405,4399,UNNAMED,Icebox,417,IMT,3,0,0,143.35,35,8,73,8,12,88.3875,30,94,16,0,0,1,50,14,0.4794520547945205,-38,0,35.16438356164384,2338.75,2843.125,37.79262426509888,2021-07-22
1030,1031,633,15580,32398,615,C9W,Ascent,4398,UNNAMED,2,0,0,183.05333333333334,46,6,68,9,20,118.17333333333333,33,125,6,0,0,0,41,13,0.6764705882352942,-22,-3,46.294117647058826,2429.3333333333335,2762.0,48.6443468715697,2021-07-22
1031,1032,633,15580,32398,4398,UNNAMED,Ascent,615,C9W,13,1,1,243.52,68,9,46,6,25,139.44,50,201,19,8,0,6,14,8,1.4782608695652173,22,3,68.54347826086956,2595.3333333333335,3585.3333333333335,53.7272026714616,2021-07-22
1032,1033,633,15580,32399,615,C9W,Bind,4398,UNNAMED,13,1,1,230.9,70,11,36,5,35,135.0625,44,166,11,10,2,1,12,4,1.9444444444444444,34,6,70.97222222222223,2230.0,3871.25,60.56614349775784,2021-07-22
1058,1059,633,15571,32372,3719,UNNAMED,Haven,3981,UNNAMED,13,0,1,231.14444444444445,76,13,41,5,22,143.24444444444444,58,167,30,5,3,0,16,5,1.853658536585366,35,8,76.53658536585365,2063.8888888888887,4029.4444444444443,69.40511440107672,2021-07-22
1059,1060,633,15571,32372,3981,UNNAMED,Haven,3719,UNNAMED,5,1,0,155.73333333333332,41,5,76,13,17,98.71111111111111,41,129,14,7,0,2,60,15,0.5394736842105263,-35,-8,41.223684210526315,2560.5555555555557,3135.5555555555557,38.55066174875243,2021-07-22
1060,1061,633,15583,32407,4400,UNNAMED,Icebox,4401,FF,13,0,1,219.86315789473684,74,10,53,10,17,135.21052631578948,50,122,8,6,2,1,28,7,1.3962264150943395,21,0,74.32075471698113,2201.5789473684213,3802.6315789473683,61.41525221133158,2021-07-22
1061,1062,633,15583,32407,4401,FF,Icebox,4400,UNNAMED,6,1,0,168.31578947368422,53,10,74,10,12,109.85263157894737,52,99,8,3,4,1,48,14,0.7162162162162162,-21,0,53.16216216216216,2453.684210526316,3424.7368421052633,44.77048477048477,2021-07-22
1062,1063,633,15583,32408,4400,UNNAMED,Ascent,4401,FF,13,0,1,249.2,76,10,33,6,27,146.375,41,146,11,4,1,0,8,3,2.303030303030303,43,4,76.81818181818181,2168.125,4195.625,67.51225136927067,2021-07-22
1063,1064,633,15583,32408,4401,FF,Ascent,4400,UNNAMED,3,1,0,128.9,33,6,76,10,5,83.1,31,87,12,3,0,2,56,15,0.4342105263157895,-43,-4,33.06578947368421,2395.625,2670.0,34.68823375945734,2021-07-22
1064,1065,633,15575,32383,978,GHST,Split,2830,UNNAMED,13,0,1,228.43,84,11,55,9,27,135.74,51,206,13,8,3,1,15,7,1.5272727272727273,29,2,84.49090909090908,2494.5,3874.0,54.415714572058526,2021-07-22
1065,1066,633,15575,32383,2830,UNNAMED,Split,978,GHST,7,1,0,173.26,55,9,84,11,17,108.12,47,140,16,7,3,2,52,15,0.6547619047619048,-29,-2,55.20238095238095,2407.0,3288.0,44.91898628998754,2021-07-22
1066,1067,633,15575,32384,978,GHST,Haven,2830,UNNAMED,13,0,1,241.86666666666667,67,10,32,5,24,142.70666666666668,39,137,18,3,2,0,9,2,2.09375,35,5,67.75,1945.3333333333333,3932.0,73.3584647018506,2021-07-22
1067,1068,633,15575,32384,2830,UNNAMED,Haven,978,GHST,2,1,0,132.32,32,5,67,10,6,76.14666666666666,27,70,2,4,0,0,49,13,0.47761194029850745,-35,-5,32.08955223880597,2550.0,2895.3333333333335,29.86143790849673,2021-07-22
1068,1069,633,15584,32410,3999,TAIP,Haven,913,UNNAMED,13,0,1,234.4470588235294,74,10,47,7,32,147.9294117647059,51,148,22,4,4,3,17,7,1.574468085106383,27,3,74.68085106382979,2091.764705882353,3651.176470588235,70.7199100112486,2021-07-22
1069,1070,633,15584,32410,913,UNNAMED,Haven,3999,TAIP,4,1,0,167.4,47,7,74,10,19,101.68235294117648,39,126,27,7,0,1,46,14,0.6351351351351351,-27,-3,47.25675675675676,2579.4117647058824,2922.9411764705883,39.42075256556443,2021-07-22
1070,1071,633,15584,32411,3999,TAIP,Icebox,913,UNNAMED,2,0,0,155.74666666666667,36,6,71,9,11,101.56,33,83,13,3,0,0,44,13,0.5070422535211268,-35,-3,36.15492957746479,2520.6666666666665,3014.6666666666665,40.29092832583973,2021-07-22
1071,1072,633,15584,32411,913,UNNAMED,Icebox,3999,TAIP,13,1,1,248.97333333333333,71,9,36,6,23,146.73333333333332,46,125,9,9,1,2,8,4,1.9722222222222223,35,3,71.63888888888889,2194.6666666666665,3748.6666666666665,66.85905224787362,2021-07-22
1072,1073,633,15584,32412,3999,TAIP,Ascent,913,UNNAMED,13,1,1,238.77777777777777,78,7,53,11,31,145.0,57,215,19,8,3,3,20,8,1.471698113207547,25,-4,78.58490566037736,2556.1111111111113,3872.777777777778,56.72679852206042,2021-07-22
1073,1074,633,15584,32412,913,UNNAMED,Ascent,3999,TAIP,5,0,0,180.14444444444445,53,11,78,7,26,114.0111111111111,38,123,10,4,1,1,41,14,0.6794871794871795,-25,4,53.333333333333336,2408.3333333333335,3132.777777777778,47.34025374855824,2021-07-22
1074,1075,633,15569,32365,2954,SQ,Haven,4374,UNNAMED,13,0,1,240.9,70,12,34,4,35,142.125,44,121,22,2,3,2,14,5,2.0588235294117645,36,8,71.02941176470588,1960.0,4078.75,72.51275510204081,2021-07-22
1075,1076,633,15569,32365,4374,UNNAMED,Haven,2954,SQ,3,1,0,123.4875,34,4,70,12,16,75.3125,24,73,7,4,0,0,52,13,0.4857142857142857,-36,-8,34.22857142857143,2579.375,3007.5,29.19796462321299,2021-07-22
1076,1077,633,15569,32366,2954,SQ,Bind,4374,UNNAMED,13,0,1,222.82,80,11,63,9,33,137.85,59,168,15,4,4,2,29,9,1.2698412698412698,17,2,80.52380952380952,2203.0,3716.0,62.573763050385836,2021-07-22
1077,1078,633,15569,32366,4374,UNNAMED,Bind,2954,SQ,7,1,0,184.05,63,9,80,11,24,116.82,51,120,3,6,1,2,44,15,0.7875,-17,-2,63.3,2491.5,3242.5,46.88741721854304,2021-07-22
952,953,633,15619,32516,2724,AME,Bind,2951,FIU,10,0,0,198.43478260869566,78,8,85,15,38,129.43478260869566,55,178,14,8,3,3,43,15,0.9176470588235294,-7,-7,78.44705882352942,2451.7391304347825,3327.391304347826,52.79304841283916,2021-07-22
1057,1058,633,15571,32371,3981,UNNAMED,Split,3719,UNNAMED,7,0,0,198.49,66,9,83,11,25,123.23,45,199,26,5,2,3,46,16,0.7951807228915663,-17,-2,66.3012048192771,2565.0,3217.5,48.04288499025341,2021-07-22
983,984,633,15645,32593,4433,UNNAMED,Ascent,4408,ASP,13,0,1,219.03157894736842,77,12,56,7,20,130.37894736842105,48,187,17,2,4,0,20,6,1.375,21,5,77.35714285714286,2322.6315789473683,3637.8947368421054,56.13414910491729,2021-07-22
1056,1057,633,15571,32371,3719,UNNAMED,Split,3981,UNNAMED,13,1,1,231.47,83,11,66,9,25,145.5,68,206,12,11,1,3,21,9,1.2575757575757576,17,2,83.37878787878788,2615.0,3787.5,55.64053537284895,2021-07-22
1054,1055,633,15572,32375,868,OOK,Split,4390,UNNAMED,13,0,1,231.13684210526316,78,12,56,7,18,135.1157894736842,45,160,13,6,1,1,19,7,1.3928571428571428,22,5,78.32142857142857,2363.157894736842,3563.157894736842,57.17594654788418,2021-07-22
1033,1034,633,15580,32399,4398,UNNAMED,Bind,615,C9W,3,0,0,149.725,36,5,70,11,11,101.4375,35,104,9,2,1,0,46,12,0.5142857142857142,-34,-6,36.15714285714286,2285.625,2981.25,44.38063986874487,2021-07-22
1034,1035,633,15578,32392,4396,UNNAMED,Ascent,2986,REBO,13,1,1,225.55789473684212,77,8,61,11,25,151.58947368421053,60,165,6,5,1,3,24,9,1.2622950819672132,16,-3,77.40983606557377,2281.0526315789475,3638.4210526315787,66.45592985694508,2021-07-22
1035,1036,633,15578,32392,2986,REBO,Ascent,4396,UNNAMED,6,0,0,188.3578947368421,61,11,77,8,20,119.52631578947368,41,150,19,3,0,1,41,14,0.7922077922077922,-16,3,61.25974025974026,2606.315789473684,3443.684210526316,45.860258481421646,2021-07-22
1036,1037,633,15578,32393,4396,UNNAMED,Icebox,2986,REBO,13,1,1,239.03333333333333,78,15,50,3,19,143.0222222222222,45,144,12,10,1,3,24,8,1.56,28,12,78.38,2153.3333333333335,3760.5555555555557,66.4189886480908,2021-07-22
1037,1038,633,15578,32393,2986,REBO,Icebox,4396,UNNAMED,5,0,0,168.86666666666667,50,3,78,15,15,107.33333333333333,26,118,14,4,1,1,46,14,0.6410256410256411,-28,-12,50.19230769230769,2488.8888888888887,3292.777777777778,43.12500000000001,2021-07-22
1038,1039,633,15576,32386,2805,UNNAMED,Haven,4394,FH,13,0,1,205.6909090909091,80,15,73,7,40,136.7,59,203,12,10,2,0,32,9,1.095890410958904,7,8,80.54794520547945,2470.0,3606.818181818182,55.34412955465587,2021-07-22
1039,1040,633,15576,32386,4394,FH,Haven,2805,UNNAMED,9,1,0,195.85454545454544,73,7,80,15,41,137.6090909090909,56,204,19,9,2,1,41,14,0.9125,-7,-8,73.5125,2555.0,3309.090909090909,53.85874399573029,2021-07-22
1040,1041,633,15576,32387,2805,UNNAMED,Bind,4394,FH,6,0,0,211.7263157894737,71,7,71,12,43,129.70526315789473,50,183,14,6,1,0,32,12,1.0,0,-5,71.6056338028169,2354.2105263157896,3251.0526315789475,55.09501453163425,2021-07-22
1041,1042,633,15576,32387,4394,FH,Bind,2805,UNNAMED,13,1,1,206.07368421052632,71,12,71,7,37,125.6842105263158,46,174,20,10,2,6,31,11,1.0,0,5,71.52112676056338,2574.2105263157896,3383.684210526316,48.82437129421386,2021-07-22
1042,1043,633,15576,32388,2805,UNNAMED,Split,4394,FH,12,1,0,194.37692307692308,85,14,91,12,37,132.03846153846155,67,200,19,6,4,2,55,16,0.9340659340659341,-6,2,85.4065934065934,2655.3846153846152,3841.153846153846,49.724797219003484,2021-07-22
1043,1044,633,15576,32388,4394,FH,Split,2805,UNNAMED,14,0,1,203.33076923076922,91,12,85,14,32,125.62307692307692,59,257,31,11,0,1,42,12,1.0705882352941176,6,-2,91.37647058823529,2767.3076923076924,3659.6153846153848,45.395413481584434,2021-07-22
1044,1045,633,15574,32380,4392,UNNAMED,Haven,4393,UNNAMED,13,0,1,237.82105263157894,80,12,44,7,33,149.30526315789473,59,178,11,5,2,1,14,6,1.8181818181818181,36,5,80.75,2312.6315789473683,3897.3684210526317,64.56076467910788,2021-07-22
1045,1046,633,15574,32380,4393,UNNAMED,Haven,4392,UNNAMED,6,1,0,154.77894736842106,44,7,80,12,12,103.51578947368421,41,125,13,5,2,1,55,14,0.55,-36,-5,44.15,2396.842105263158,3055.2631578947367,43.188405797101446,2021-07-22
1046,1047,633,15574,32381,4392,UNNAMED,Bind,4393,UNNAMED,13,0,1,228.23529411764707,72,10,44,7,17,137.8470588235294,50,154,18,4,3,2,11,5,1.6363636363636365,28,3,72.38636363636364,2318.823529411765,3978.823529411765,59.44698122780314,2021-07-22
1047,1048,633,15574,32381,4393,UNNAMED,Bind,4392,UNNAMED,4,1,0,163.04705882352943,44,7,72,10,18,104.23529411764706,40,112,14,7,0,0,44,13,0.6111111111111112,-28,-3,44.25,2502.3529411764707,3151.764705882353,41.65491302303714,2021-07-22
1048,1049,633,15573,32377,778,EZ5,Bind,4391,LR,13,0,1,25.21,10,2,4,0,2,6.96,1,12,0,1,0,0,0,0,2.5,6,2,10.5,-182.5,458.0,-38.136986301369866,2021-07-22
1049,1050,633,15573,32377,4391,LR,Bind,778,EZ5,7,1,0,13.55,4,0,10,2,2,2.86,0,6,2,0,0,0,6,2,0.4,-6,-2,4.2,156.5,278.0,18.27476038338658,2021-07-22
1050,1051,633,15573,32378,778,EZ5,Icebox,4391,LR,13,0,1,230.35833333333332,98,16,73,8,29,140.88333333333333,53,201,20,11,2,0,31,10,1.3424657534246576,25,8,98.3972602739726,2332.9166666666665,3961.6666666666665,60.389355242007504,2021-07-22
1051,1052,633,15573,32378,4391,LR,Icebox,778,EZ5,11,1,0,177.48333333333332,73,8,98,16,21,105.35833333333333,50,177,29,5,6,4,55,17,0.7448979591836735,-25,-8,73.21428571428571,2694.5833333333335,3660.4166666666665,39.10004638936137,2021-07-22
1052,1053,633,15572,32374,868,OOK,Breeze,4390,UNNAMED,13,0,1,209.62608695652173,85,13,78,10,41,133.01739130434783,52,212,31,8,2,2,34,12,1.0897435897435896,7,3,85.52564102564102,2438.2608695652175,3767.391304347826,54.55420827389443,2021-07-22
1053,1054,633,15572,32374,4390,UNNAMED,Breeze,868,OOK,10,1,0,190.75652173913045,78,10,85,13,16,120.76521739130435,58,150,4,7,3,1,40,13,0.9176470588235294,-7,-3,78.18823529411765,2493.0434782608695,3666.521739130435,48.440878967561915,2021-07-22
1055,1056,633,15572,32375,4390,UNNAMED,Split,868,OOK,6,1,0,172.21052631578948,56,7,78,12,15,104.13684210526316,43,130,10,5,0,1,42,13,0.717948717948718,-22,-5,56.19230769230769,2576.315789473684,3541.5789473684213,40.420837589376916,2021-07-22
982,983,633,15645,32593,4432,UNNAMED,Ascent,4433,UNNAMED,6,1,0,177.74736842105264,56,7,77,12,14,114.10526315789474,43,152,24,4,1,1,47,14,0.7272727272727273,-21,-5,56.18181818181818,2683.684210526316,3289.4736842105262,42.51814081192391,2021-07-22
981,982,633,15599,32456,4408,ASP,Split,4169,BAIT,9,1,0,182.33636363636364,69,10,80,12,22,111.63636363636364,43,163,25,7,0,2,47,14,0.8625,-11,-2,69.275,2647.7272727272725,3503.181818181818,42.16309012875537,2021-07-22
980,981,633,15599,32456,4169,BAIT,Split,4408,ASP,13,0,1,206.26363636363635,80,12,69,10,26,129.0909090909091,45,239,25,6,2,2,26,10,1.1594202898550725,11,2,80.3768115942029,2371.818181818182,3640.0,54.426983518589495,2021-07-22
727,728,633,15608,32483,3706,RB,Bind,116,NRG,10,0,0,188.49565217391304,76,14,79,9,19,116.07826086956521,51,199,15,9,0,1,42,14,0.9620253164556962,-3,5,76.24050632911393,2533.913043478261,3398.695652173913,45.8098833218943,2021-07-22
